continent,country,website,crawl_id,found,dom_size,links,images,forms,tables,buttons,text_chars,text_words,text_blocks
Europe,Germany,https://www.bunte.de,6a5bb3f7d8ec0d268c6c6e5d,True,704824.0,258.0,104.0,0.0,0.0,3.0,13320.0,2060.0,516.0
Europe,Germany,https://www.auto-motor-und-sport.de,6a5bb3f7846d3fb85090917b,True,1120687.0,377.0,209.0,0.0,0.0,1.0,22431.0,3279.0,1380.0
Europe,Germany,https://www.doctolib.de,6a5bb3f8385ae4722b670e93,True,1692349.0,227.0,26.0,1.0,0.0,16.0,4917.0,595.0,129.0
Europe,Germany,https://www.vodafone.de,6a5bb3f9d9b0213070691971,True,374763.0,233.0,24.0,1.0,0.0,35.0,7958.0,1085.0,185.0
Europe,Germany,https://www.tz.de,6a5bb3fa9f3283959e0dcb00,True,547181.0,252.0,22.0,1.0,0.0,13.0,44863.0,6598.0,882.0
Europe,Germany,https://m.sport.bild.de,6a5bb3fb58116a506047f587,True,285241.0,402.0,215.0,0.0,0.0,5.0,10811.0,1971.0,130.0
Europe,Germany,https://www.abendblatt.de,6a5bb400d4e9ad277c17cbe9,True,1260199.0,511.0,168.0,2.0,0.0,141.0,40742.0,5738.0,1302.0
Europe,Germany,https://sellercentral.amazon.de,6a5bb4003f3a445f192267ab,True,229768.0,57.0,21.0,1.0,0.0,0.0,3926.0,635.0,130.0
Europe,Germany,https://www.hse.de,6a5bb4000e531a4f79a91524,True,1094956.0,477.0,150.0,1.0,0.0,58.0,22407.0,3256.0,511.0
Europe,Germany,https://www.wetter.de,6a5ba03f639c3ac9950d3ce4,True,2577858.0,287.0,21.0,0.0,0.0,24.0,7052.0,959.0,196.0
Europe,Germany,https://www.waz.de,6a5bb4001b39448c728b649d,True,1262482.0,513.0,167.0,2.0,0.0,141.0,38523.0,5424.0,1243.0
Europe,Germany,https://www.familie.de,6a5bb400dcca2f7de5b52a80,True,662165.0,236.0,162.0,5.0,0.0,18.0,36731.0,5268.0,526.0
Europe,Germany,https://www.hessenschau.de,6a5bb401caf573d009ddc06f,True,699026.0,233.0,75.0,3.0,0.0,124.0,20277.0,2813.0,483.0
Europe,Germany,https://www.stuttgarter-zeitung.de,6a5bb401cf2a0d4bc60958a2,True,1320898.0,229.0,220.0,2.0,0.0,79.0,26754.0,3757.0,445.0
Europe,Germany,https://www.mydealz.de,6a5bb40280e17abc02a2b79d,True,27088.0,2.0,1.0,0.0,0.0,0.0,443.0,67.0,8.0
Europe,Germany,https://www.flashscore.de,6a5bb402a2a360a864d895f6,True,2719070.0,1290.0,1202.0,0.0,0.0,980.0,60362.0,9210.0,1194.0
Europe,Germany,https://www.businessinsider.de,6a5bb4029ecc9eedfbc3c4ed,True,498045.0,244.0,31.0,0.0,0.0,31.0,13104.0,1824.0,208.0
Europe,Germany,https://www.einfachbacken.de,6a5bb40265b78c057d1970d6,True,1525301.0,483.0,125.0,0.0,0.0,224.0,8055.0,1505.0,434.0
Europe,Germany,https://www.abendzeitung-muenchen.de,6a5bb4023bc3ac3ced2923b9,True,600466.0,453.0,124.0,2.0,0.0,14.0,25660.0,3701.0,860.0
Europe,Germany,https://www.adac.de,6a5bb403f679f762d86b666f,True,954860.0,352.0,71.0,2.0,0.0,16.0,11542.0,1424.0,564.0
Europe,Germany,https://www.netzwelt.de,6a5bb404fb9de24ee6a8cae5,True,316285.0,322.0,148.0,1.0,0.0,7.0,24859.0,3862.0,258.0
Europe,Germany,https://www.telekom.de,6a5bb40405a0e5ffc2d7a8e9,True,203614.0,140.0,70.0,0.0,0.0,16.0,8173.0,1184.0,303.0
Europe,Germany,https://www.poco.de,6a5bb4060cd83faa7fee9184,True,372166.0,196.0,85.0,2.0,0.0,54.0,8067.0,1210.0,304.0
Europe,Germany,https://www.kreiszeitung.de,6a5bb406951fe07e5826f262,True,450982.0,204.0,16.0,1.0,0.0,2.0,37219.0,5430.0,746.0
Europe,France,https://www.lefigaro.fr,6a5bb4079f3283959e0dcb4f,True,1273084.0,715.0,175.0,1.0,0.0,65.0,155132.0,22000.0,1023.0
Europe,France,https://www.ouest-france.fr,6a5bb407f15abd91c6dda35b,True,15399.0,8.0,0.0,0.0,0.0,0.0,286.0,48.0,6.0
Europe,France,https://www.lequipe.fr,6a5bb409f8f3bda2d550df97,True,1511293.0,425.0,196.0,0.0,0.0,26.0,20244.0,3396.0,942.0
Europe,France,https://cfspart.impots.gouv.fr,6a5bb4094ec624deaa3b6a2e,True,103280.0,34.0,5.0,5.0,0.0,39.0,10146.0,1509.0,227.0
Europe,France,https://actu.fr,6a5bb409a82cfc64ac586e9b,True,270398.0,225.0,66.0,1.0,0.0,11.0,13308.0,2201.0,245.0
Europe,France,https://m.flashscore.fr,6a5bb40b49543153c3531996,True,700881.0,1722.0,48.0,0.0,0.0,106.0,113693.0,17471.0,1106.0
Europe,France,https://www.ladepeche.fr,6a5bb40c61bf895fc78770fe,True,771267.0,616.0,165.0,4.0,0.0,15.0,55220.0,9277.0,673.0
Europe,France,https://www.meteociel.fr,6a5bb40ccaf573d009ddc096,True,168951.0,263.0,95.0,2.0,13.0,2.0,3927.0,654.0,39.0
Europe,France,https://www.vinted.fr,6a5bb40cd8ec0d268c6c6efd,True,2507793.0,104.0,30.0,2.0,0.0,121.0,20840.0,3249.0,439.0
Europe,France,https://www.lemonde.fr,6a5ba052649e43ab3a80c08b,True,894448.0,563.0,144.0,1.0,0.0,58.0,61428.0,9761.0,822.0
Europe,France,https://www.flashscore.fr,6a5bb40dfd7cd34eec0304b0,True,2686580.0,1256.0,1192.0,0.0,0.0,972.0,58554.0,9372.0,1157.0
Europe,France,https://www.pagesjaunes.fr,6a5bb40d0f12147e8c2a0101,True,7178.0,1.0,1.0,0.0,0.0,0.0,319.0,45.0,7.0
Europe,France,https://www.leprogres.fr,6a5bb40e49eb97292dfada34,True,1272715.0,848.0,152.0,4.0,0.0,188.0,33591.0,5546.0,812.0
Europe,France,https://www.credit-agricole.fr,6a5bb40e3f3a445f192267fb,True,432990.0,214.0,20.0,0.0,0.0,88.0,12438.0,1850.0,292.0
Europe,France,https://cfspro.impots.gouv.fr,6a5bb40e3b31af06c55b8e87,True,42394.0,23.0,1.0,1.0,0.0,10.0,2577.0,324.0,80.0
Europe,France,https://www.letelegramme.fr,6a5bb45c3b31af06c55b8f4d,True,338002.0,357.0,131.0,3.0,0.0,13.0,38271.0,6358.0,415.0
Europe,France,https://www.folieporno.fr,6a5bb411f15abd91c6dda364,True,94968.0,120.0,25.0,2.0,0.0,6.0,2222.0,345.0,16.0
Europe,France,https://www.franceinfo.fr,6a5bb41280e17abc02a2b7a7,True,1642542.0,693.0,289.0,2.0,0.0,129.0,153192.0,21815.0,1414.0
Europe,France,https://voscomptesenligne.labanquepostale.fr,6a5bb413846d3fb850909223,True,1831.0,0.0,0.0,0.0,0.0,0.0,138.0,22.0,4.0
Europe,France,https://webmail.sfr.fr,6a5bb414951fe07e5826f29e,True,187938.0,1.0,2.0,0.0,0.0,2.0,715.0,116.0,15.0
Europe,France,https://www.zeturf.fr,6a5bb41840a13aeac058d5ac,True,127947.0,100.0,7.0,3.0,1.0,18.0,8120.0,1195.0,193.0
Europe,France,https://cuisine.journaldesfemmes.fr,6a5bb418dcca2f7de5b52ae4,True,552694.0,174.0,17.0,3.0,0.0,12.0,5685.0,905.0,124.0
Europe,France,https://www.blancheporte.fr,6a5bb41ad4e9ad277c17cc4d,True,867270.0,518.0,140.0,1.0,0.0,34.0,15231.0,2429.0,412.0
Europe,France,https://www.auchan.fr,6a5bb419cf2a0d4bc6095a07,True,353326.0,265.0,85.0,1.0,0.0,39.0,16025.0,2485.0,202.0
Europe,France,https://www.service-public.gouv.fr,6a5bb4191b39448c728b6513,True,358253.0,108.0,11.0,2.0,0.0,15.0,6187.0,899.0,188.0
Europe,France,https://www.midilibre.fr,6a5bb41aa82cfc64ac586ece,True,843807.0,566.0,173.0,5.0,0.0,17.0,46442.0,7776.0,629.0
Europe,France,https://www.radiofrance.fr,6a5bb41af679f762d86b66f4,True,1290423.0,569.0,289.0,0.0,0.0,156.0,58469.0,9707.0,2986.0
Europe,France,https://www.zone-turf.fr,6a5bb41b0e531a4f79a915c1,True,225522.0,736.0,82.0,4.0,47.0,7.0,30467.0,5715.0,514.0
Europe,France,https://zimbra.free.fr,6a5bb41d0f12147e8c2a0117,True,23659.0,24.0,15.0,2.0,0.0,1.0,1979.0,283.0,24.0
Europe,France,https://www.laposte.fr,6a5bb41d0cd83faa7fee920e,True,332.0,0.0,0.0,0.0,0.0,0.0,248.0,36.0,2.0
Europe,France,https://www.rugbyrama.fr,6a5bb41df15abd91c6dda387,True,664722.0,581.0,145.0,2.0,0.0,16.0,34198.0,5752.0,567.0
Europe,France,https://brocabrac.fr,6a5bb41dcaf573d009ddc0dc,True,116757.0,214.0,3.0,0.0,0.0,0.0,3778.0,618.0,45.0
Europe,France,https://cfspart-idp.impots.gouv.fr,6a5bb41d951fe07e5826f2a2,True,98919.0,33.0,5.0,4.0,0.0,36.0,8655.0,1291.0,209.0
Europe,France,https://www.naturabuy.fr,6a5bb41e3bc3ac3ced29242b,True,902115.0,994.0,257.0,1.0,0.0,6.0,49782.0,7317.0,1211.0
Europe,France,https://www.allocine.fr,6a5bb41d3b31af06c55b8eae,True,478245.0,320.0,123.0,2.0,0.0,16.0,10984.0,1820.0,333.0
Europe,France,https://www.creditmutuel.fr,6a5bb41f846d3fb850909233,True,43305.0,56.0,16.0,5.0,0.0,5.0,4920.0,750.0,117.0
Europe,France,https://www.laredoute.fr,6a5bb42005a0e5ffc2d7a971,True,653946.0,0.0,0.0,0.0,0.0,0.0,290.0,46.0,5.0
Europe,France,https://www.cic.fr,6a5bb420af34422a766ff570,True,218026.0,180.0,31.0,1.0,0.0,23.0,20532.0,3207.0,493.0
Europe,France,https://www.zalando.fr,6a5bb422d9b0213070691a24,True,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe,France,https://oidc.franceconnect.gouv.fr,6a5bb4224ec624deaa3b6a5f,True,4780.0,7.0,1.0,0.0,0.0,0.0,257.0,36.0,10.0
Europe,France,https://www.lindependant.fr,6a5bb423385ae4722b670fb0,True,827258.0,563.0,143.0,4.0,0.0,12.0,49414.0,8001.0,626.0
Europe,France,https://www.rtl.fr,6a5bb424f8f3bda2d550e081,True,1761734.0,376.0,84.0,0.0,0.0,99.0,29544.0,4964.0,967.0
Europe,France,https://www.tube8.fr,6a5bb425fb9de24ee6a8cb2b,True,548118.0,331.0,82.0,3.0,0.0,64.0,12342.0,2077.0,247.0
Europe,France,https://www.ameli.fr,6a5bb4240cd83faa7fee9213,True,110291.0,128.0,27.0,3.0,0.0,19.0,6249.0,915.0,179.0
Europe,France,https://www.doctolib.fr,6a5bb4259a849ce39dd5b1d9,True,1658873.0,112.0,20.0,1.0,0.0,9.0,3993.0,582.0,122.0
Europe,France,https://www.sudouest.fr,6a5bb42540a13aeac058d5f4,True,914.0,0.0,0.0,0.0,0.0,0.0,81.0,7.0,0.0
Europe,France,https://www.gifi.fr,6a5bb4251b39448c728b6574,True,697540.0,343.0,115.0,4.0,0.0,101.0,11873.0,1862.0,423.0
Europe,France,https://www.gala.fr,6a5bb426d8ec0d268c6c6f8b,True,676177.0,301.0,128.0,0.0,0.0,28.0,91450.0,12863.0,562.0
Europe,France,https://france3-regions.franceinfo.fr,6a5bb42649543153c35319bd,True,761922.0,931.0,88.0,2.0,0.0,90.0,51237.0,7743.0,781.0
Europe,France,https://www.20minutes.fr,6a5bb427caf573d009ddc0fa,True,1151290.0,884.0,184.0,1.0,0.0,78.0,31825.0,5212.0,856.0
Europe,France,https://www.ebay.fr,6a5bb428dcca2f7de5b52b44,True,1114099.0,464.0,74.0,1.0,0.0,75.0,13091.0,1944.0,361.0
Europe,France,https://mobile.free.fr,6a5bb428b7cafea7db54a220,True,365026.0,268.0,64.0,0.0,0.0,46.0,34168.0,5527.0,392.0
Europe,France,https://www.electrodepot.fr,6a5bb42805a0e5ffc2d7a97b,True,676204.0,637.0,89.0,1.0,0.0,30.0,20152.0,2981.0,372.0
Europe,France,https://www.carrefour.fr,6a5bb429951fe07e5826f2d2,True,574868.0,0.0,1.0,0.0,0.0,0.0,333.0,55.0,10.0
Europe,France,https://www.labanquepostale.fr,6a5bb42b9f3283959e0dcc46,True,264553.0,289.0,19.0,0.0,0.0,54.0,18974.0,2908.0,408.0
Europe,France,https://www.impots.gouv.fr,6a5bb42d4ec624deaa3b6a6f,True,300510.0,125.0,14.0,1.0,0.0,7.0,7593.0,1172.0,255.0
Europe,France,https://www.tf1info.fr,6a5bb42e40a13aeac058d5fc,True,1972393.0,504.0,311.0,1.0,0.0,51.0,50524.0,8604.0,979.0
Europe,France,https://www.but.fr,6a5bb42f80e17abc02a2b840,True,336904.0,266.0,59.0,1.0,0.0,19.0,9895.0,1560.0,248.0
Europe,France,https://www.tf1.fr,6a5bb42fcf2a0d4bc6095ad4,True,5651252.0,744.0,675.0,0.0,0.0,45.0,30873.0,5298.0,1271.0
Europe,France,https://www.bouyguestelecom.fr,6a5bb42f58116a506047f6d7,True,428096.0,183.0,124.0,0.0,0.0,21.0,17737.0,2947.0,474.0
Europe,France,https://www.castorama.fr,6a5bb42f0f12147e8c2a015f,True,14592.0,0.0,0.0,0.0,0.0,0.0,225.0,31.0,5.0
Europe,France,https://mail02.orange.fr,6a5bb430846d3fb850909267,True,185346.0,0.0,2.0,0.0,0.0,0.0,411.0,74.0,7.0
Europe,France,https://www.equidia.fr,6a5bb4318ef503bead5c5f6c,True,1365392.0,782.0,40.0,0.0,0.0,103.0,71724.0,10012.0,1182.0
Europe,France,https://www.doctissimo.fr,6a5bb431f15abd91c6dda43a,True,581405.0,311.0,187.0,1.0,0.0,17.0,20826.0,3109.0,511.0
Europe,France,https://www.bricodepot.fr,6a5bb43261bf895fc7877190,True,507469.0,155.0,67.0,2.0,0.0,65.0,18356.0,3135.0,389.0
Europe,France,https://toutelatele.ouest-france.fr,6a5bb43565b78c057d19715d,True,432453.0,116.0,53.0,1.0,3.0,1.0,5332.0,896.0,80.0
Europe,France,https://www.ici.fr,6a5bb435fb9de24ee6a8cb5a,True,681119.0,476.0,124.0,0.0,0.0,69.0,69969.0,12197.0,1107.0
Europe,France,https://login.orange.fr,6a5bb4360cd83faa7fee924c,True,83950.0,2.0,1.0,1.0,0.0,1.0,191.0,30.0,7.0
Europe,France,https://www.thomann.fr,6a5bb437846d3fb85090926d,True,557769.0,253.0,176.0,1.0,0.0,28.0,7869.0,1295.0,263.0
Europe,France,https://www.huffingtonpost.fr,6a5bb437951fe07e5826f2db,True,327499.0,259.0,46.0,2.0,0.0,9.0,41707.0,6691.0,250.0
Europe,France,https://www.francetravail.fr,6a5bb43b3b31af06c55b8f05,True,56509.0,37.0,27.0,1.0,0.0,4.0,5699.0,870.0,171.0
Europe,France,https://www.sfr.fr,6a5bb4414ec624deaa3b6aa1,True,187766.0,1.0,2.0,0.0,0.0,2.0,715.0,116.0,15.0
Europe,France,https://www.airbnb.fr,6a5bb4469f3283959e0dcc6f,True,584033.0,149.0,0.0,1.0,0.0,23.0,5639.0,811.0,130.0
Europe,France,https://pause-maison.ouest-france.fr,6a5bb4470f12147e8c2a0164,True,495883.0,64.0,22.0,4.0,0.0,14.0,9068.0,1505.0,150.0
Europe,France,https://www.alcopa-auction.fr,6a5bb44749eb97292dfadae2,True,237449.0,219.0,16.0,2.0,0.0,23.0,22346.0,3378.0,434.0
Europe,France,https://journaldesseniors.20minutes.fr,6a5bb4483bc3ac3ced2924cd,True,347764.0,92.0,22.0,2.0,0.0,23.0,16882.0,2570.0,148.0
